group_declared,n,mean_bdi_raw,sd_bdi_raw,mean_bdi_transformed,sd_bdi_transformed
ADHD,206,15.344660194174757,10.212027611241032,24.356603482817075,16.20956763689053
TD,224,7.008928571428571,6.660903311684573,11.125283446712018,10.572862399499321
